subject,sendings,opens,open_rate
"&#x1f4f8; Capture the moment: Canvas, Acrylic, Aluminium from just £3.83!",2223365,543287,0.244353491
You haven’t taken your gift yet – up to 87% off!,2217343,648947,0.292668748
"{% if contact.1 == '' %}{% if contact.1 == true %} {{ contact.1 }}, last {% else %}Last {% endif %}{% else %}{% if contact.1 == true %} {{ contact.1 }}, last {% else %}Last {% endif %}{% endif %}chance for FREE MIXPIX | Up to -90% on top products&#x1f4b0;",2215930,613898,0.277038535
"You asked, we listened: Flash Sale + delivery guarantee extended!",2214802,627825,0.283467777
"Hey{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} VIP discounts up to 87% - Save big on Photo Gifts! ",2214195,630463,0.284736891
Final 2 Days: Canvas and Wall Décor from £2.55!,2213776,616664,0.278557542
3-for-2 on our favorite gift ideas &#x2728; Don't miss – only 24h!,2212494,599856,0.271122091
Last chance! Get up to -82% off Wall Décor!,2210715,757486,0.342642991
"&#x1f4a5; Big savings on all our products, ending today!",2200384,802096,0.364525465
Last warning! &#x1f381; The clock is ticking...,2197922,715381,0.325480613
" Do you really want to let your discount slip away{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}? {% else %}? {% endif %}{% endif %}",2196944,610274,0.277783139
(48h) Transform your space from just £3.40 – time’s running out!,2196470,636700,0.289874207
(24 hours) &#x1f6a8; Acrylic Prints from £7.78 – your low price is here!,2195352,633828,0.288713609
"Black Friday final hours{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} | Up to 95% off tonight",2193580,649325,0.296011543
Black Week Sale  &#x1f4a5; Canvas Print prices from only £3.83,2191220,632405,0.288608629
"Up to 80% discount for you{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2181165,571230,0.261892154
VIP Exclusive! Early Black Friday deals from $3.74 &#x1f4b0;,2180429,580268,0.266125611
Now’s the moment to gift ahead,2180398,681444,0.312531932
Price drop on ALL Canvas Prints &#x1f9e8; Up to -87%!,2177953,562078,0.258076276
FLASH SALE ends tonight: 87% + EXTRA 25% off &#x23f0;,2177695,634971,0.291579399
Super-size your savings: bigger Canvas = bigger discount! | From £3.83,2176895,623720,0.286518183
4 days | Up to -78% on Photo Products,2173944,488085,0.224515903
"Huge savings on Bestsellers! Up to 92% off, starting at just $6!",2168659,561544,0.258936052
"Bestseller alert! Up to 81% off Canvas, MIXPIX & more! &#x1f680;",2164747,616363,0.284727499
"&#x1f4b0; Enjoy up to £10 off your {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}order, {{ contact.1 }} {% else %}order {% endif %}{% else %}{% if contact.1 == true %}order, {{ contact.1 }} {% else %}order {% endif %}{% endif %} | Save now!",2158813,593977,0.275140552
"&#x1f525; Up to 79% off for you{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",2158289,503620,0.233342245
Score big savings this Veterans Day weekend! Prices from $8.50,2157531,747302,0.346369067
&#x1f525; Exclusive offer: Up to -80% on Canvases and Home Décor! ,2149044,467285,0.217438545
Easter Countdown: Just hours left for up to 87% off! ,2136543,624195,0.292151855
Wall Décor special! From £2.55 only for a short time!,2134125,563570,0.264075441
3-for-2 on our favourite gift ideas &#x2728; Don't miss – only until midnight!,2129745,527430,0.247649366
Unique Photo Products at a low price: Get up to 87% off!,2126172,519208,0.244198494
Few hours left - Order now for Christmas arrival,2124749,630831,0.296896716
Until midnight to transform your space for less — hurry!,2122888,631592,0.29751546
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, Canvas{% else %}Canvas{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, Canvas{% else %}Canvas{% endif %}{% endif %} from just $3.69 &#x1f4e2;",2119932,607019,0.286338901
"Up to 81% discount for you{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}&#x1f525;",2115453,454673,0.214929379
(24 h) Prices from just £2.25 – don't miss out!,2115252,525513,0.248439902
"The more you buy, the more you save &#x1f525; Up to £10 off!",2113032,443140,0.2097176
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, limited-time{% else %}Limited-time{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, limited-time{% else %}Limited-time{% endif %}{% endif %} offer: TOP  Canvas with up to 88% off!",2107581,633197,0.3004378
&#x23f3; Only until midnight: Canvas Prints from $3.50,2106433,649755,0.30846222
Wall Décor Sale! Starting at just $2.73—limited time!,2106304,566388,0.268901355
Top-Canvases and Photo Textiles at unbeatable prices – up to 81% off!,2098552,560480,0.267079396
&#x1f525; Last call: Your top offer of 2025 ends tomorrow!,2093318,621908,0.297091985
Boo! &#x1f47b; Don’t miss out on our spooky deals today!,2090080,547401,0.261904329
"Hurry{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Big Canvas Sale ends at midnight! &#x23f3;",2089670,639122,0.305848292
From as little as £3.60 | Last chance for delivery before Christmas &#x1f381; FREE MIXPIX!,2080000,548370,0.263639423
WOW! &#x1f60d; Today MIXPIX at crazy low price! | Mug for free!,2076665,527980,0.254244185
Want to redecorate your home? Prices from just £2.55,2071387,572746,0.276503618
Hop into savings – get up to 87% off Easter Photo Gifts!,2070814,506122,0.244407272
Their reaction? Priceless. Yours? 87% off.,2068449,586986,0.283780746
Expires today: 71% off XXL Canvas - save £84.90!,2068232,616396,0.298030395
&#x1f4a5;Only until midnight: Prime Deals Sale up to -87% on ALL Canvases!,2067711,531812,0.257198419
Somebunny loves savings: Jump in for Easter deals with 81% off!,2067255,571464,0.276436144
Final hours I Bestsellers from only £3.60,2064654,496752,0.240598183
From £6.40: Final hours for Canvas Prints! &#x1f55b;,2059525,565240,0.274451633
"MEGA savings, prices from $3.74 | Get Canvases with size-based discounts!",2057069,479635,0.233164274
"Up to -95% off as reward for keeping us busy{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} &#x1f4a5;",2056423,525967,0.255767904
Christmas Sale &#x1f384; Unwrap maximum discounts!,2054264,537627,0.261712711
Best sellers you’ll wish you grabbed sooner,2053219,549194,0.267479504
Unbeatable prices: Special Canvas offer inside!,2045068,475398,0.23246073
"Leaves are falling, prices are dropping! Get up to 80% off!",2042880,510110,0.249701402
This really is your last chance! &#x1f4e3;,2042570,569200,0.27866854
"&#x1f514; (24h) Hurry, offer ends at midnight!",2040435,583565,0.286000289
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save{% endif %}{% endif %}up to 95% on Canvas Prints!",2038296,563079,0.276249868
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, the {% else %}The {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, the {% else %}The {% endif %}{% endif %}year is almost over – discover our highlights!",2035003,631914,0.310522392
Unique Photo Products at a low price: Get up to 81% off!,2032610,510391,0.251101293
"&#x1f381; {% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, you{% else %}You {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, you{% else %}You {% endif %}{% endif %} you received a gift from us!",2032271,581567,0.286166067
(24h) We say Thank You! | Up to 87% off Wall Decorations,2031360,597200,0.293990233
&#x1f4f7; Photography Day Sale | Prices starting from just £2.40,2030558,462564,0.227801422
For a limited time - Wall Decorations with up to 81% off!,2030115,563470,0.277555705
Sunday savings: Up to 81% off our Bestsellers &#x1f4a5;,2029377,529139,0.260739626
&#x1f384; Christmas Flash Sale in July? You bet!,2028302,572257,0.282135994
Don't miss it: Get up to -87% on our absolute Bestsellers!,2026885,567544,0.280007993
Wow! Up to 92% Off Canvas Prints and Collages!,2026566,580083,0.286239382
Still waiting? Print your favourite photos today and save up to 71%!,2025560,570535,0.281667786
Save big on Mother's Day gifts: Up to 81% off!,2023909,562406,0.277881071
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, save {% else %}Save{% endif %}{% endif %}up to 87% on Canvas Prints!",2022460,580415,0.286984662
Only 24h I Canvas & Home Décor up to 81% off,2021095,529325,0.261900109
"Do you really want to let your code MP2ND24CRM expire{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% endif %} &#x23f0;",2019666,499446,0.247291384
Save up to 89% – even Santa can’t beat that! &#x1f385;&#x1f3fb;,2017722,538432,0.266851429
Wall Décor up to -82% off &#x1f60d; Get it now!,2014976,724873,0.359742746
Until tomorrow: Save up to 81%,2013940,525545,0.260953653
Create a space that’ll turn heads – here's how!,2013475,586780,0.291426514
"&#x1f384; Get ready{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Christmas gifts up to 92% off! ",2012067,605069,0.300720105
SUPER DISCOUNTS on Canvas Prints: save up to -87%!,2011987,545868,0.271307916
3 days &#x1f525; Canvas Prints and Photo Gifts from only £3.60,2011172,506988,0.252085848
Redeem your code NRPLHFCJ &#x1f525; | Save now!,2010855,624890,0.310758359
Bring your walls to life with our Canvas Sale: Up to 76% OFF!,2009415,555380,0.276388899
&#x1f4e2; (24h) Aluminium Prints from £4.99 – Your lowest price is here!,2006742,556976,0.277552371
&#x26a1;&#xfe0f; Now: Mega sale on EVERYTHING | Up to -86%,2005664,493840,0.246222697
Reminder: The discounts on Canvas Prints are almost over!,2004752,573529,0.286084763
Transform your home with style: Decorations from £6.50!,1999085,557470,0.27886258
Now’s your chance to breathe new life into your space!,1997175,556115,0.278450812
"Your Gift Awaits{% if contact.1 == true %}, {{ contact.1 }} -{% else %} -{% endif %} Don’t Let It Slip Away!",1995667,588630,0.294954018
Which size will you pick? Up to 87% off all Canvas ,1994100,555065,0.278353643
VIP alert! Your chance to get the best deals &#x1f4a5;,1993864,544223,0.272948907
Print Days SALE: up to -93% on ALL Canvases! &#x26a1;,1993768,458784,0.23010902
Exclusive Bestseller offer  – save up to 87%!,1990654,555953,0.279281583
"Attention{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Up to -45% EXTRA on ALL Canvases! &#x1f495;",1990585,533695,0.268109626
&#x1f338; Mother's Day SALE starts now: Get up to £10 off your order!,1989289,512503,0.257631244
"24-hour SALE: Canvas, Acrylic, and Aluminium Prints from just £3.83!",1987430,582660,0.29317259
Personalised gifts for Dad – last chance to save up to 81%,1986542,531271,0.267435071
We’re saying ‘Thank you!’ with amazing Wall Décor discounts!,1983963,595653,0.300233926
Flash Sale! The perfect Mother’s Day gift from just £2.19!,1975010,554155,0.280583389
"Hurry{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} Massive savings on our bestselling Canvases await!",1974290,541940,0.274498681
"We gift you £10{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} &#x1f381; Hurry up & save!",1968730,460379,0.233845677
Hurry! Up to -19% on Wall Décor ends tomorrow!,1963971,580071,0.295356194
"Your ""Thank You"" offer expires soon{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %} &#x1f6a8;",1963467,719745,0.366568422
Labor Day Sale: Canvases from $3.74 – ends at midnight! &#x1f389;,1959606,504062,0.257226198
&#x1f6a8;WOW! Wall Décor from only $3.74!,1955717,536586,0.274367917
Wait... did you leave your summer on your phone?,1954406,532035,0.272223376
"&#x1f4a5; Up to 87% off – Canvas, Acrylic & Aluminium Prints!",1953125,546166,0.279636992
Mega discounts until midnight!,1947746,517830,0.265861154
Your multi-level discount is waiting for you! Prices from £3.83 &#x1f929;,1946233,454857,0.233711483
&#x1f525; Exclusive offer: Bestsellers from only $3.87,1944933,544384,0.279898588
"{% if contact.1 == true %} {{ contact.1 }}, act {% else %}Act {% endif %} fast! Your discount of up to 87% expires today &#x23f0;",1944658,500325,0.257281743
"&#x1f385;&#x1f3fb; A hidden secret discount for you{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}",1940419,564981,0.291164434
"Attention{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}Huge discounts on your favourites &#x1f389; Save now!",1940323,452167,0.233036974
Unmissable Father’s Day sale: Up to 93% off!,1938058,526029,0.27142067
Super Size your savings: bigger Canvas = bigger discount!&#x1f4b0;| From $8.50,1937806,649377,0.335109397
&#x1f525; Huge savings: up to 87% off stylish Wall & Home Décor!,1934034,436218,0.225548258
"Free Shipping &#x1f389; Save $8.90 on your orde{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %}",1933977,526988,0.27248928
"Huge savings on Bestsellers! Up to 83% off, starting at just £4!",1933428,526990,0.272567688
&#x23f0; Only 48h: Canvas Prints and MIXPIX up to 87% off ,1931800,530211,0.274464748
The countdown is on...,1931513,576267,0.29835005
Early Black Friday Sale &#x1f633;Jaw-dropping discounts inside!,1930989,665387,0.344583527
&#x1f60d; Great news: Your code UGG1N8MK is now valid for an extended period!,1929334,608938,0.315620831
Until tomorrow: Save up to 87% on Wall Décor bestsellers!,1926770,475753,0.24691738
&#x26a0;&#xfe0f; Hurry! Secure your exclusive deal now!,1925502,520511,0.27032483
"Unlock up to 81% discount just for you{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",1925390,416307,0.216219571
&#x23f0; Last 24 hours I Up to -80% on Canvas & Acrylic Prints!,1925152,479269,0.248951252
Final Call: XXL Canvas for just £35 – 71% off expires tonight! &#x23f3;,1924097,480220,0.249582012
"{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}{{ contact.1 }}, take {% else %}Take {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, take {% else %}Take {% endif %}{% endif %}a look: Your photo in the Showroom | Up to -85%!",1923982,457223,0.237644115
Get the best possible prices! Save up to 87% on Photo Products!,1923069,451651,0.234859488
Only $10 to redesign your wall,1923031,510471,0.265451259
"The highest ""Thank You"" discount of the year! From just £3.83!",1920792,504504,0.262654155
"&#x1f4a5; Big Canvas, bigger savings: Get 71% off now!",1920600,443965,0.231159533
Delivery until Christmas &#x2728; Lowest prices we can offer!,1919964,496154,0.258418387
&#x1f525; Exclusive offer: Wall and Home Décor from £6.50,1916671,436691,0.227838267
&#x1f31e; Sunday Savings! Canvas and Photo Gifts from only £3!,1914095,458875,0.239734705
Your secret Black Friday deal is waiting… &#x1f381;,1913520,532660,0.278366571
Your favourite Photos on Canvas: 9 formats starting at £16! &#x1f4f8;,1912955,426570,0.222990086
